"Notes"	"State"	"State Code"	"Month, Year"	"Month, Year Code"	Avg Daily Sunlight (KJ/m^2)
	"Mississippi"	"28"	"Jun, 1992"	"1992/06"	23083.69
	"Mississippi"	"28"	"Jul, 1992"	"1992/07"	23728.08
	"Mississippi"	"28"	"Aug, 1992"	"1992/08"	20115.19
	"Mississippi"	"28"	"Sep, 1992"	"1992/09"	17180.36
	"Mississippi"	"28"	"Oct, 1992"	"1992/10"	16871.88
	"Mississippi"	"28"	"Nov, 1992"	"1992/11"	10705.28
	"Mississippi"	"28"	"Dec, 1992"	"1992/12"	7891.65
	"Mississippi"	"28"	"Jan, 1993"	"1993/01"	8338.87
	"Mississippi"	"28"	"Feb, 1993"	"1993/02"	12203.41
	"Mississippi"	"28"	"Mar, 1993"	"1993/03"	15048.26
	"Mississippi"	"28"	"Apr, 1993"	"1993/04"	19176.52
	"Mississippi"	"28"	"May, 1993"	"1993/05"	22030.77
	"Mississippi"	"28"	"Jun, 1993"	"1993/06"	23260.95
	"Mississippi"	"28"	"Jul, 1993"	"1993/07"	22943.74
	"Mississippi"	"28"	"Aug, 1993"	"1993/08"	20486.91
	"Mississippi"	"28"	"Sep, 1993"	"1993/09"	18730.48
	"Mississippi"	"28"	"Oct, 1993"	"1993/10"	14340.96
	"Mississippi"	"28"	"Nov, 1993"	"1993/11"	10718.55
	"Mississippi"	"28"	"Dec, 1993"	"1993/12"	8667.30
	"Mississippi"	"28"	"Jan, 1994"	"1994/01"	8728.34
	"Mississippi"	"28"	"Feb, 1994"	"1994/02"	11741.56
	"Mississippi"	"28"	"Mar, 1994"	"1994/03"	16688.28
	"Mississippi"	"28"	"Apr, 1994"	"1994/04"	20866.39
	"Mississippi"	"28"	"May, 1994"	"1994/05"	23325.52
	"Mississippi"	"28"	"Jun, 1994"	"1994/06"	21962.22
	"Mississippi"	"28"	"Jul, 1994"	"1994/07"	21462.77
	"Mississippi"	"28"	"Aug, 1994"	"1994/08"	21391.54
	"Mississippi"	"28"	"Sep, 1994"	"1994/09"	18836.01
	"Mississippi"	"28"	"Oct, 1994"	"1994/10"	13533.63
	"Mississippi"	"28"	"Nov, 1994"	"1994/11"	11059.88
	"Mississippi"	"28"	"Dec, 1994"	"1994/12"	8247.38
	"Mississippi"	"28"	"Jan, 1995"	"1995/01"	9302.00
	"Mississippi"	"28"	"Feb, 1995"	"1995/02"	11245.32
	"Mississippi"	"28"	"Mar, 1995"	"1995/03"	15325.53
	"Mississippi"	"28"	"Apr, 1995"	"1995/04"	20767.46
	"Mississippi"	"28"	"May, 1995"	"1995/05"	22765.22
	"Mississippi"	"28"	"Jun, 1995"	"1995/06"	25243.56
	"Mississippi"	"28"	"Jul, 1995"	"1995/07"	24223.24
	"Mississippi"	"28"	"Aug, 1995"	"1995/08"	21187.41
	"Mississippi"	"28"	"Sep, 1995"	"1995/09"	18924.12
	"Mississippi"	"28"	"Oct, 1995"	"1995/10"	16161.92
	"Mississippi"	"28"	"Nov, 1995"	"1995/11"	10578.43
	"Mississippi"	"28"	"Dec, 1995"	"1995/12"	8954.33
	"Mississippi"	"28"	"Jan, 1996"	"1996/01"	9242.74
	"Mississippi"	"28"	"Feb, 1996"	"1996/02"	12390.20
	"Mississippi"	"28"	"Mar, 1996"	"1996/03"	16342.54
	"Mississippi"	"28"	"Apr, 1996"	"1996/04"	20690.83
	"Mississippi"	"28"	"May, 1996"	"1996/05"	24732.73
	"Mississippi"	"28"	"Jun, 1996"	"1996/06"	23130.50
	"Mississippi"	"28"	"Jul, 1996"	"1996/07"	23501.39
	"Mississippi"	"28"	"Aug, 1996"	"1996/08"	20852.78
	"Mississippi"	"28"	"Sep, 1996"	"1996/09"	17814.90
	"Mississippi"	"28"	"Oct, 1996"	"1996/10"	15879.63
	"Mississippi"	"28"	"Nov, 1996"	"1996/11"	9976.16
	"Mississippi"	"28"	"Dec, 1996"	"1996/12"	8841.24
	"Mississippi"	"28"	"Jan, 1997"	"1997/01"	8795.63
	"Mississippi"	"28"	"Feb, 1997"	"1997/02"	10782.07
	"Mississippi"	"28"	"Mar, 1997"	"1997/03"	16295.51
	"Mississippi"	"28"	"Apr, 1997"	"1997/04"	18675.07
	"Mississippi"	"28"	"May, 1997"	"1997/05"	22601.96
	"Mississippi"	"28"	"Jun, 1997"	"1997/06"	21211.01
	"Mississippi"	"28"	"Jul, 1997"	"1997/07"	23535.12
	"Mississippi"	"28"	"Aug, 1997"	"1997/08"	21317.38
	"Mississippi"	"28"	"Sep, 1997"	"1997/09"	19492.30
	"Mississippi"	"28"	"Oct, 1997"	"1997/10"	15194.37
	"Mississippi"	"28"	"Nov, 1997"	"1997/11"	9384.45
	"Mississippi"	"28"	"Dec, 1997"	"1997/12"	8725.80
	"Mississippi"	"28"	"Jan, 1998"	"1998/01"	9310.25
	"Mississippi"	"28"	"Feb, 1998"	"1998/02"	11498.16
	"Mississippi"	"28"	"Mar, 1998"	"1998/03"	14908.50
	"Mississippi"	"28"	"Apr, 1998"	"1998/04"	19675.83
	"Mississippi"	"28"	"May, 1998"	"1998/05"	25461.82
	"Mississippi"	"28"	"Jun, 1998"	"1998/06"	27315.29
	"Mississippi"	"28"	"Jul, 1998"	"1998/07"	23241.73
	"Mississippi"	"28"	"Aug, 1998"	"1998/08"	22070.68
	"Mississippi"	"28"	"Sep, 1998"	"1998/09"	18352.69
	"Mississippi"	"28"	"Oct, 1998"	"1998/10"	16426.29
	"Mississippi"	"28"	"Nov, 1998"	"1998/11"	10174.63
	"Mississippi"	"28"	"Dec, 1998"	"1998/12"	8413.72
	"Mississippi"	"28"	"Jan, 1999"	"1999/01"	9625.06
	"Mississippi"	"28"	"Feb, 1999"	"1999/02"	13362.82
	"Mississippi"	"28"	"Mar, 1999"	"1999/03"	15579.11
	"Mississippi"	"28"	"Apr, 1999"	"1999/04"	20740.73
	"Mississippi"	"28"	"May, 1999"	"1999/05"	23328.16
	"Mississippi"	"28"	"Jun, 1999"	"1999/06"	22784.31
	"Mississippi"	"28"	"Jul, 1999"	"1999/07"	22385.17
	"Mississippi"	"28"	"Aug, 1999"	"1999/08"	25266.59
	"Mississippi"	"28"	"Sep, 1999"	"1999/09"	19643.15
	"Mississippi"	"28"	"Oct, 1999"	"1999/10"	16833.27
	"Mississippi"	"28"	"Nov, 1999"	"1999/11"	12637.49
	"Mississippi"	"28"	"Dec, 1999"	"1999/12"	9935.10
	"Mississippi"	"28"	"Jan, 2000"	"2000/01"	9676.74
	"Mississippi"	"28"	"Feb, 2000"	"2000/02"	14029.05
	"Mississippi"	"28"	"Mar, 2000"	"2000/03"	16857.27
	"Mississippi"	"28"	"Apr, 2000"	"2000/04"	20341.79
	"Mississippi"	"28"	"May, 2000"	"2000/05"	25148.20
	"Mississippi"	"28"	"Jun, 2000"	"2000/06"	24020.35
	"Mississippi"	"28"	"Jul, 2000"	"2000/07"	27861.52
	"Mississippi"	"28"	"Aug, 2000"	"2000/08"	24749.67
	"Mississippi"	"28"	"Sep, 2000"	"2000/09"	19138.92
	"Mississippi"	"28"	"Oct, 2000"	"2000/10"	17366.80
	"Mississippi"	"28"	"Nov, 2000"	"2000/11"	9814.20
	"Mississippi"	"28"	"Dec, 2000"	"2000/12"	8371.47
	"Mississippi"	"28"	"Jan, 2001"	"2001/01"	8976.31
	"Mississippi"	"28"	"Feb, 2001"	"2001/02"	11092.67
	"Mississippi"	"28"	"Mar, 2001"	"2001/03"	14219.39
	"Mississippi"	"28"	"Apr, 2001"	"2001/04"	20368.34
	"Mississippi"	"28"	"May, 2001"	"2001/05"	23279.91
	"Mississippi"	"28"	"Jun, 2001"	"2001/06"	24078.30
	"Mississippi"	"28"	"Jul, 2001"	"2001/07"	23202.22
	"Mississippi"	"28"	"Aug, 2001"	"2001/08"	20883.82
	"Mississippi"	"28"	"Sep, 2001"	"2001/09"	17734.85
	"Mississippi"	"28"	"Oct, 2001"	"2001/10"	17036.70
	"Mississippi"	"28"	"Nov, 2001"	"2001/11"	11542.41
	"Mississippi"	"28"	"Dec, 2001"	"2001/12"	9169.29
	"Mississippi"	"28"	"Jan, 2002"	"2002/01"	9598.98
	"Mississippi"	"28"	"Feb, 2002"	"2002/02"	13151.79
	"Mississippi"	"28"	"Mar, 2002"	"2002/03"	15899.36
	"Mississippi"	"28"	"Apr, 2002"	"2002/04"	19355.10
	"Mississippi"	"28"	"May, 2002"	"2002/05"	23459.11
	"Mississippi"	"28"	"Jun, 2002"	"2002/06"	22884.09
	"Mississippi"	"28"	"Jul, 2002"	"2002/07"	22565.09
	"Mississippi"	"28"	"Aug, 2002"	"2002/08"	20519.96
	"Mississippi"	"28"	"Sep, 2002"	"2002/09"	16748.00
	"Mississippi"	"28"	"Oct, 2002"	"2002/10"	13129.41
	"Mississippi"	"28"	"Nov, 2002"	"2002/11"	10609.62
	"Mississippi"	"28"	"Dec, 2002"	"2002/12"	8614.51
	"Mississippi"	"28"	"Jan, 2003"	"2003/01"	9855.81
	"Mississippi"	"28"	"Feb, 2003"	"2003/02"	10630.45
	"Mississippi"	"28"	"Mar, 2003"	"2003/03"	16278.80
	"Mississippi"	"28"	"Apr, 2003"	"2003/04"	21095.94
	"Mississippi"	"28"	"May, 2003"	"2003/05"	22852.55
	"Mississippi"	"28"	"Jun, 2003"	"2003/06"	23190.08
	"Mississippi"	"28"	"Jul, 2003"	"2003/07"	23710.62
	"Mississippi"	"28"	"Aug, 2003"	"2003/08"	20852.06
	"Mississippi"	"28"	"Sep, 2003"	"2003/09"	19225.71
	"Mississippi"	"28"	"Oct, 2003"	"2003/10"	15656.07
	"Mississippi"	"28"	"Nov, 2003"	"2003/11"	11149.45
	"Mississippi"	"28"	"Dec, 2003"	"2003/12"	9905.62
	"Mississippi"	"28"	"Jan, 2004"	"2004/01"	9658.54
	"Mississippi"	"28"	"Feb, 2004"	"2004/02"	10689.16
	"Mississippi"	"28"	"Mar, 2004"	"2004/03"	17271.30
	"Mississippi"	"28"	"Apr, 2004"	"2004/04"	20662.21
	"Mississippi"	"28"	"May, 2004"	"2004/05"	22737.09
	"Mississippi"	"28"	"Jun, 2004"	"2004/06"	21781.31
	"Mississippi"	"28"	"Jul, 2004"	"2004/07"	26157.18
	"Mississippi"	"28"	"Aug, 2004"	"2004/08"	23493.87
	"Mississippi"	"28"	"Sep, 2004"	"2004/09"	19604.35
	"Mississippi"	"28"	"Oct, 2004"	"2004/10"	13829.47
	"Mississippi"	"28"	"Nov, 2004"	"2004/11"	10063.24
	"Mississippi"	"28"	"Dec, 2004"	"2004/12"	9978.24
	"Mississippi"	"28"	"Jan, 2005"	"2005/01"	9914.72
	"Mississippi"	"28"	"Feb, 2005"	"2005/02"	11194.58
	"Mississippi"	"28"	"Mar, 2005"	"2005/03"	16137.13
	"Mississippi"	"28"	"Apr, 2005"	"2005/04"	20087.82
	"Mississippi"	"28"	"May, 2005"	"2005/05"	24697.99
	"Mississippi"	"28"	"Jun, 2005"	"2005/06"	24516.01
	"Mississippi"	"28"	"Jul, 2005"	"2005/07"	23320.25
	"Mississippi"	"28"	"Aug, 2005"	"2005/08"	20904.01
	"Mississippi"	"28"	"Sep, 2005"	"2005/09"	20755.09
	"Mississippi"	"28"	"Oct, 2005"	"2005/10"	17057.90
	"Mississippi"	"28"	"Nov, 2005"	"2005/11"	11381.11
	"Mississippi"	"28"	"Dec, 2005"	"2005/12"	9617.34
	"Mississippi"	"28"	"Jan, 2006"	"2006/01"	9980.77
	"Mississippi"	"28"	"Feb, 2006"	"2006/02"	11452.64
	"Mississippi"	"28"	"Mar, 2006"	"2006/03"	16831.35
	"Mississippi"	"28"	"Apr, 2006"	"2006/04"	21722.15
	"Mississippi"	"28"	"May, 2006"	"2006/05"	23882.21
	"Mississippi"	"28"	"Jun, 2006"	"2006/06"	27291.96
	"Mississippi"	"28"	"Jul, 2006"	"2006/07"	25915.51
	"Mississippi"	"28"	"Aug, 2006"	"2006/08"	22362.77
	"Mississippi"	"28"	"Sep, 2006"	"2006/09"	19339.53
	"Mississippi"	"28"	"Oct, 2006"	"2006/10"	15913.20
	"Mississippi"	"28"	"Nov, 2006"	"2006/11"	11738.20
	"Mississippi"	"28"	"Dec, 2006"	"2006/12"	9682.07
	"Mississippi"	"28"	"Jan, 2007"	"2007/01"	8641.30
	"Mississippi"	"28"	"Feb, 2007"	"2007/02"	12368.79
	"Mississippi"	"28"	"Mar, 2007"	"2007/03"	17966.23
	"Mississippi"	"28"	"Apr, 2007"	"2007/04"	19951.24
	"Mississippi"	"28"	"May, 2007"	"2007/05"	24559.10
	"Mississippi"	"28"	"Jun, 2007"	"2007/06"	25084.61
	"Mississippi"	"28"	"Jul, 2007"	"2007/07"	23194.30
	"Mississippi"	"28"	"Aug, 2007"	"2007/08"	23986.39
	"Mississippi"	"28"	"Sep, 2007"	"2007/09"	18328.18
	"Mississippi"	"28"	"Oct, 2007"	"2007/10"	15237.46
	"Mississippi"	"28"	"Nov, 2007"	"2007/11"	11450.50
	"Mississippi"	"28"	"Dec, 2007"	"2007/12"	9529.27
	"Mississippi"	"28"	"Jan, 2008"	"2008/01"	9613.70
	"Mississippi"	"28"	"Feb, 2008"	"2008/02"	12810.15
	"Mississippi"	"28"	"Mar, 2008"	"2008/03"	17248.28
	"Mississippi"	"28"	"Apr, 2008"	"2008/04"	20393.91
	"Mississippi"	"28"	"May, 2008"	"2008/05"	24031.73
	"Mississippi"	"28"	"Jun, 2008"	"2008/06"	25956.95
	"Mississippi"	"28"	"Jul, 2008"	"2008/07"	25621.44
	"Mississippi"	"28"	"Aug, 2008"	"2008/08"	20398.93
	"Mississippi"	"28"	"Sep, 2008"	"2008/09"	18360.43
	"Mississippi"	"28"	"Oct, 2008"	"2008/10"	16787.11
	"Mississippi"	"28"	"Nov, 2008"	"2008/11"	11112.55
	"Mississippi"	"28"	"Dec, 2008"	"2008/12"	8800.00
	"Mississippi"	"28"	"Jan, 2009"	"2009/01"	9624.84
	"Mississippi"	"28"	"Feb, 2009"	"2009/02"	12671.84
	"Mississippi"	"28"	"Mar, 2009"	"2009/03"	16314.64
	"Mississippi"	"28"	"Apr, 2009"	"2009/04"	20710.79
	"Mississippi"	"28"	"May, 2009"	"2009/05"	21410.83
	"Mississippi"	"28"	"Jun, 2009"	"2009/06"	28327.42
	"Mississippi"	"28"	"Jul, 2009"	"2009/07"	26707.26
	"Mississippi"	"28"	"Aug, 2009"	"2009/08"	22797.51
	"Mississippi"	"28"	"Sep, 2009"	"2009/09"	16489.34
	"Mississippi"	"28"	"Oct, 2009"	"2009/10"	14472.73
	"Mississippi"	"28"	"Nov, 2009"	"2009/11"	11621.60
	"Mississippi"	"28"	"Dec, 2009"	"2009/12"	8970.81
	"Mississippi"	"28"	"Jan, 2010"	"2010/01"	9795.27
	"Mississippi"	"28"	"Feb, 2010"	"2010/02"	12197.27
	"Mississippi"	"28"	"Mar, 2010"	"2010/03"	15762.54
	"Mississippi"	"28"	"Apr, 2010"	"2010/04"	21925.09
	"Mississippi"	"28"	"May, 2010"	"2010/05"	22994.68
	"Mississippi"	"28"	"Jun, 2010"	"2010/06"	24112.83
	"Mississippi"	"28"	"Jul, 2010"	"2010/07"	25206.99
	"Mississippi"	"28"	"Aug, 2010"	"2010/08"	20519.14
	"Mississippi"	"28"	"Sep, 2010"	"2010/09"	20436.10
	"Mississippi"	"28"	"Oct, 2010"	"2010/10"	17907.01
	"Mississippi"	"28"	"Nov, 2010"	"2010/11"	10975.26
	"Mississippi"	"28"	"Dec, 2010"	"2010/12"	9258.76
	"Mississippi"	"28"	"Jan, 2011"	"2011/01"	9470.85
	"Mississippi"	"28"	"Feb, 2011"	"2011/02"	12831.07
	"Mississippi"	"28"	"Mar, 2011"	"2011/03"	17414.18
	"Mississippi"	"28"	"Apr, 2011"	"2011/04"	22059.99
	"Mississippi"	"28"	"May, 2011"	"2011/05"	25656.33
	"Mississippi"	"28"	"Jun, 2011"	"2011/06"	28137.94
	"Mississippi"	"28"	"Jul, 2011"	"2011/07"	22785.37
	"Mississippi"	"28"	"Aug, 2011"	"2011/08"	24560.15
	"Mississippi"	"28"	"Sep, 2011"	"2011/09"	19563.38
	"Mississippi"	"28"	"Oct, 2011"	"2011/10"	17317.18
	"Mississippi"	"28"	"Nov, 2011"	"2011/11"	11229.02
	"Mississippi"	"28"	"Dec, 2011"	"2011/12"	9296.80
"Total"	"Mississippi"	"28"			17042.16
	"Missouri"	"29"	"Jan, 1979"	"1979/01"	7385.49
	"Missouri"	"29"	"Feb, 1979"	"1979/02"	10551.15
	"Missouri"	"29"	"Mar, 1979"	"1979/03"	14203.58
	"Missouri"	"29"	"Apr, 1979"	"1979/04"	17446.85
	"Missouri"	"29"	"May, 1979"	"1979/05"	21695.40
	"Missouri"	"29"	"Jun, 1979"	"1979/06"	24009.78
	"Missouri"	"29"	"Jul, 1979"	"1979/07"	21864.36
	"Missouri"	"29"	"Aug, 1979"	"1979/08"	21651.18
	"Missouri"	"29"	"Sep, 1979"	"1979/09"	20006.19
	"Missouri"	"29"	"Oct, 1979"	"1979/10"	14118.00
	"Missouri"	"29"	"Nov, 1979"	"1979/11"	8510.85
	"Missouri"	"29"	"Dec, 1979"	"1979/12"	7300.72
	"Missouri"	"29"	"Jan, 1980"	"1980/01"	7292.83
	"Missouri"	"29"	"Feb, 1980"	"1980/02"	9984.46
	"Missouri"	"29"	"Mar, 1980"	"1980/03"	13949.21
	"Missouri"	"29"	"Apr, 1980"	"1980/04"	19073.63
	"Missouri"	"29"	"May, 1980"	"1980/05"	21373.54
	"Missouri"	"29"	"Jun, 1980"	"1980/06"	24542.05
	"Missouri"	"29"	"Jul, 1980"	"1980/07"	25697.15
	"Missouri"	"29"	"Aug, 1980"	"1980/08"	22085.82
	"Missouri"	"29"	"Sep, 1980"	"1980/09"	18252.17
	"Missouri"	"29"	"Oct, 1980"	"1980/10"	14752.53
	"Missouri"	"29"	"Nov, 1980"	"1980/11"	9279.18
	"Missouri"	"29"	"Dec, 1980"	"1980/12"	7365.28
	"Missouri"	"29"	"Jan, 1981"	"1981/01"	8483.96
	"Missouri"	"29"	"Feb, 1981"	"1981/02"	10789.98
	"Missouri"	"29"	"Mar, 1981"	"1981/03"	15830.47
	"Missouri"	"29"	"Apr, 1981"	"1981/04"	20092.12
	"Missouri"	"29"	"May, 1981"	"1981/05"	19129.59
	"Missouri"	"29"	"Jun, 1981"	"1981/06"	22238.38
	"Missouri"	"29"	"Jul, 1981"	"1981/07"	21307.23
	"Missouri"	"29"	"Aug, 1981"	"1981/08"	20123.91
	"Missouri"	"29"	"Sep, 1981"	"1981/09"	19081.28
	"Missouri"	"29"	"Oct, 1981"	"1981/10"	12552.36
	"Missouri"	"29"	"Nov, 1981"	"1981/11"	8710.30
	"Missouri"	"29"	"Dec, 1981"	"1981/12"	7270.48
	"Missouri"	"29"	"Jan, 1982"	"1982/01"	8097.51
	"Missouri"	"29"	"Feb, 1982"	"1982/02"	10534.44
	"Missouri"	"29"	"Mar, 1982"	"1982/03"	15412.34
	"Missouri"	"29"	"Apr, 1982"	"1982/04"	18841.50
	"Missouri"	"29"	"May, 1982"	"1982/05"	19583.68
	"Missouri"	"29"	"Jun, 1982"	"1982/06"	21037.47
	"Missouri"	"29"	"Jul, 1982"	"1982/07"	23035.33
	"Missouri"	"29"	"Aug, 1982"	"1982/08"	19427.76
	"Missouri"	"29"	"Sep, 1982"	"1982/09"	17991.15
	"Missouri"	"29"	"Oct, 1982"	"1982/10"	14318.00
	"Missouri"	"29"	"Nov, 1982"	"1982/11"	8288.46
	"Missouri"	"29"	"Dec, 1982"	"1982/12"	6901.76
	"Missouri"	"29"	"Jan, 1983"	"1983/01"	7543.25
	"Missouri"	"29"	"Feb, 1983"	"1983/02"	10321.84
	"Missouri"	"29"	"Mar, 1983"	"1983/03"	12846.12
	"Missouri"	"29"	"Apr, 1983"	"1983/04"	15779.48
	"Missouri"	"29"	"May, 1983"	"1983/05"	20910.69
	"Missouri"	"29"	"Jun, 1983"	"1983/06"	23010.26
	"Missouri"	"29"	"Jul, 1983"	"1983/07"	25142.38
	"Missouri"	"29"	"Aug, 1983"	"1983/08"	22513.04
	"Missouri"	"29"	"Sep, 1983"	"1983/09"	18649.04
	"Missouri"	"29"	"Oct, 1983"	"1983/10"	12469.73
	"Missouri"	"29"	"Nov, 1983"	"1983/11"	7841.71
	"Missouri"	"29"	"Dec, 1983"	"1983/12"	6789.09
	"Missouri"	"29"	"Jan, 1984"	"1984/01"	8497.48
	"Missouri"	"29"	"Feb, 1984"	"1984/02"	10196.77
	"Missouri"	"29"	"Mar, 1984"	"1984/03"	14043.79
	"Missouri"	"29"	"Apr, 1984"	"1984/04"	16574.84
	"Missouri"	"29"	"May, 1984"	"1984/05"	20509.71
	"Missouri"	"29"	"Jun, 1984"	"1984/06"	23456.67
	"Missouri"	"29"	"Jul, 1984"	"1984/07"	24906.10
	"Missouri"	"29"	"Aug, 1984"	"1984/08"	22299.04
	"Missouri"	"29"	"Sep, 1984"	"1984/09"	17548.68
	"Missouri"	"29"	"Oct, 1984"	"1984/10"	11738.98
	"Missouri"	"29"	"Nov, 1984"	"1984/11"	8873.42
	"Missouri"	"29"	"Dec, 1984"	"1984/12"	6703.49
	"Missouri"	"29"	"Jan, 1985"	"1985/01"	7886.30
	"Missouri"	"29"	"Feb, 1985"	"1985/02"	9902.59
	"Missouri"	"29"	"Mar, 1985"	"1985/03"	14196.17
	"Missouri"	"29"	"Apr, 1985"	"1985/04"	19031.26
	"Missouri"	"29"	"May, 1985"	"1985/05"	21733.79
	"Missouri"	"29"	"Jun, 1985"	"1985/06"	22537.55
	"Missouri"	"29"	"Jul, 1985"	"1985/07"	24143.63
	"Missouri"	"29"	"Aug, 1985"	"1985/08"	20786.08
	"Missouri"	"29"	"Sep, 1985"	"1985/09"	16132.72
	"Missouri"	"29"	"Oct, 1985"	"1985/10"	12620.06
	"Missouri"	"29"	"Nov, 1985"	"1985/11"	7252.84
	"Missouri"	"29"	"Dec, 1985"	"1985/12"	7467.74
	"Missouri"	"29"	"Jan, 1986"	"1986/01"	8999.19
	"Missouri"	"29"	"Feb, 1986"	"1986/02"	9674.04
	"Missouri"	"29"	"Mar, 1986"	"1986/03"	16372.96
	"Missouri"	"29"	"Apr, 1986"	"1986/04"	18891.18
	"Missouri"	"29"	"May, 1986"	"1986/05"	19991.86
	"Missouri"	"29"	"Jun, 1986"	"1986/06"	22698.19
	"Missouri"	"29"	"Jul, 1986"	"1986/07"	24634.67
	"Missouri"	"29"	"Aug, 1986"	"1986/08"	20998.30
	"Missouri"	"29"	"Sep, 1986"	"1986/09"	16063.00
	"Missouri"	"29"	"Oct, 1986"	"1986/10"	12290.62
	"Missouri"	"29"	"Nov, 1986"	"1986/11"	8472.84
	"Missouri"	"29"	"Dec, 1986"	"1986/12"	7410.80
	"Missouri"	"29"	"Jan, 1987"	"1987/01"	7888.58
	"Missouri"	"29"	"Feb, 1987"	"1987/02"	9173.08
	"Missouri"	"29"	"Mar, 1987"	"1987/03"	14552.64
	"Missouri"	"29"	"Apr, 1987"	"1987/04"	19536.66
	"Missouri"	"29"	"May, 1987"	"1987/05"	21414.02
	"Missouri"	"29"	"Jun, 1987"	"1987/06"	21816.72
	"Missouri"	"29"	"Jul, 1987"	"1987/07"	23095.14
	"Missouri"	"29"	"Aug, 1987"	"1987/08"	20471.28
	"Missouri"	"29"	"Sep, 1987"	"1987/09"	18268.33
	"Missouri"	"29"	"Oct, 1987"	"1987/10"	14129.27
	"Missouri"	"29"	"Nov, 1987"	"1987/11"	8149.52
	"Missouri"	"29"	"Dec, 1987"	"1987/12"	7062.72
	"Missouri"	"29"	"Jan, 1988"	"1988/01"	7857.15
	"Missouri"	"29"	"Feb, 1988"	"1988/02"	10318.74
	"Missouri"	"29"	"Mar, 1988"	"1988/03"	15305.71
	"Missouri"	"29"	"Apr, 1988"	"1988/04"	20749.19
	"Missouri"	"29"	"May, 1988"	"1988/05"	23854.70
	"Missouri"	"29"	"Jun, 1988"	"1988/06"	25518.57
	"Missouri"	"29"	"Jul, 1988"	"1988/07"	22271.91
	"Missouri"	"29"	"Aug, 1988"	"1988/08"	20800.36
	"Missouri"	"29"	"Sep, 1988"	"1988/09"	18109.62
	"Missouri"	"29"	"Oct, 1988"	"1988/10"	14108.24
	"Missouri"	"29"	"Nov, 1988"	"1988/11"	8951.26
	"Missouri"	"29"	"Dec, 1988"	"1988/12"	7503.27
	"Missouri"	"29"	"Jan, 1989"	"1989/01"	8573.40
	"Missouri"	"29"	"Feb, 1989"	"1989/02"	9512.09
	"Missouri"	"29"	"Mar, 1989"	"1989/03"	15513.08
	"Missouri"	"29"	"Apr, 1989"	"1989/04"	18986.66
	"Missouri"	"29"	"May, 1989"	"1989/05"	21263.72
	"Missouri"	"29"	"Jun, 1989"	"1989/06"	21198.40
	"Missouri"	"29"	"Jul, 1989"	"1989/07"	20691.06
	"Missouri"	"29"	"Aug, 1989"	"1989/08"	19820.20
	"Missouri"	"29"	"Sep, 1989"	"1989/09"	16723.98
	"Missouri"	"29"	"Oct, 1989"	"1989/10"	13769.87
	"Missouri"	"29"	"Nov, 1989"	"1989/11"	9550.55
	"Missouri"	"29"	"Dec, 1989"	"1989/12"	7457.50
	"Missouri"	"29"	"Jan, 1990"	"1990/01"	8932.31
	"Missouri"	"29"	"Feb, 1990"	"1990/02"	9668.91
	"Missouri"	"29"	"Mar, 1990"	"1990/03"	13885.68
	"Missouri"	"29"	"Apr, 1990"	"1990/04"	17954.85
	"Missouri"	"29"	"May, 1990"	"1990/05"	20077.81
	"Missouri"	"29"	"Jun, 1990"	"1990/06"	24024.81
	"Missouri"	"29"	"Jul, 1990"	"1990/07"	21983.13
	"Missouri"	"29"	"Aug, 1990"	"1990/08"	21319.98
	"Missouri"	"29"	"Sep, 1990"	"1990/09"	17937.08
	"Missouri"	"29"	"Oct, 1990"	"1990/10"	14308.50
	"Missouri"	"29"	"Nov, 1990"	"1990/11"	8989.82
	"Missouri"	"29"	"Dec, 1990"	"1990/12"	6809.14
	"Missouri"	"29"	"Jan, 1991"	"1991/01"	7354.92
	"Missouri"	"29"	"Feb, 1991"	"1991/02"	10691.96
	"Missouri"	"29"	"Mar, 1991"	"1991/03"	15523.89
	"Missouri"	"29"	"Apr, 1991"	"1991/04"	17967.90
	"Missouri"	"29"	"May, 1991"	"1991/05"	19912.76
	"Missouri"	"29"	"Jun, 1991"	"1991/06"	22669.06
	"Missouri"	"29"	"Jul, 1991"	"1991/07"	24349.50
	"Missouri"	"29"	"Aug, 1991"	"1991/08"	20798.07
	"Missouri"	"29"	"Sep, 1991"	"1991/09"	16824.82
	"Missouri"	"29"	"Oct, 1991"	"1991/10"	14204.69
	"Missouri"	"29"	"Nov, 1991"	"1991/11"	8052.40
	"Missouri"	"29"	"Dec, 1991"	"1991/12"	7105.61
	"Missouri"	"29"	"Jan, 1992"	"1992/01"	7964.61
	"Missouri"	"29"	"Feb, 1992"	"1992/02"	10045.05
	"Missouri"	"29"	"Mar, 1992"	"1992/03"	14456.47
	"Missouri"	"29"	"Apr, 1992"	"1992/04"	17669.96
	"Missouri"	"29"	"May, 1992"	"1992/05"	20626.97
	"Missouri"	"29"	"Jun, 1992"	"1992/06"	22272.07
	"Missouri"	"29"	"Jul, 1992"	"1992/07"	22224.65
	"Missouri"	"29"	"Aug, 1992"	"1992/08"	20468.80
	"Missouri"	"29"	"Sep, 1992"	"1992/09"	18066.33
	"Missouri"	"29"	"Oct, 1992"	"1992/10"	14481.05
	"Missouri"	"29"	"Nov, 1992"	"1992/11"	6627.33
	"Missouri"	"29"	"Dec, 1992"	"1992/12"	7012.73
	"Missouri"	"29"	"Jan, 1993"	"1993/01"	7398.78
